datetime,open,high,low,close,volume,atr,supertrend,trend,orb_high,orb_low,buy_signal,sell_signal
2026-04-01 06:40:00+00:00,22837.80078125,22864.599609375,22828.150390625,22859.30078125,0,33.23046875,22746.68359375,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 06:45:00+00:00,22857.75,22864.19921875,22834.69921875,22837.75,0,34.2654296875,22746.68359375,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 06:50:00+00:00,22836.30078125,22841.94921875,22825.55078125,22831.400390625,0,33.38515625,22746.68359375,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 06:55:00+00:00,22829.55078125,22836.94921875,22817.849609375,22832.80078125,0,32.7451171875,22746.68359375,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:00:00+00:00,22831.0,22847.400390625,22824.25,22829.5,0,32.6150390625,22746.68359375,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:05:00+00:00,22827.94921875,22842.69921875,22816.55078125,22842.5,0,29.6798828125,22746.68359375,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:10:00+00:00,22841.55078125,22856.349609375,22829.55078125,22834.599609375,0,30.1197265625,22752.591015625,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:15:00+00:00,22834.94921875,22881.099609375,22833.849609375,22868.650390625,0,30.724609375,22765.30078125,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:20:00+00:00,22868.44921875,22875.55078125,22860.400390625,22873.55078125,0,25.5345703125,22791.371875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:25:00+00:00,22873.05078125,22874.349609375,22855.69921875,22862.05078125,0,25.8595703125,22791.371875,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:30:00+00:00,22862.099609375,22873.599609375,22855.5,22864.599609375,0,24.024609375,22792.4759765625,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:35:00+00:00,22864.900390625,22878.55078125,22862.099609375,22869.150390625,0,22.7197265625,22802.166015625,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:40:00+00:00,22868.94921875,22883.400390625,22842.69921875,22883.30078125,0,25.15,22802.166015625,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:45:00+00:00,22883.19921875,22897.94921875,22839.849609375,22843.0,0,29.05,22802.166015625,Bullish,22930.150390625,22811.400390625,False,False
2026-04-01 07:50:00+00:00,22843.0,22843.5,22805.599609375,22810.599609375,0,30.525,22802.166015625,Bullish,22930.150390625,22811.400390625,False,False
