date,time,open,high,low,close,volume,atr,supertrend,trend,orb_high,orb_low,buy_signal,sell_signal
23-04-2026,14:20:00,24204,24217.59961,24189.40039,24202.25,0,20.39980469,24264.69941,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:25:00,24203.34961,24203.94922,24189.19922,24189.44922,0,17.76484375,24249.86875,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:30:00,24190.94922,24190.94922,24174.05078,24175.15039,0,17.9296875,24236.28906,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:35:00,24176.15039,24182.09961,24167.34961,24175.34961,0,17.98964844,24228.69355,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:40:00,24176.40039,24182.5,24160.65039,24162.59961,0,18.36464844,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:45:00,24163.75,24194.05078,24157.94922,24179.15039,0,19.69472656,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:50:00,24178.59961,24190.55078,24173.34961,24178.69922,0,19.59492188,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,14:55:00,24179.65039,24184.80078,24173.84961,24180.84961,0,19.09511719,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,15:00:00,24181.80078,24216.69922,24181.80078,24192,0,21.45507813,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,15:05:00,24191.90039,24202.40039,24177.55078,24186.65039,0,22.14003906,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,15:10:00,24186.40039,24189.05078,24159,24160,0,22.32519531,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,15:15:00,24161.30078,24171.30078,24152.19922,24159.69922,0,22.76035156,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,15:20:00,24159.5,24175.09961,24156.40039,24161.90039,0,22.94042969,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
23-04-2026,15:25:00,24162.15039,24169.19922,24149.80078,24156.05078,0,23.40527344,24226.66914,Bearish,24232.25,24138.84961,FALSE,FALSE
24-04-2026,09:15:00,24109.55078,24203.34961,24102.25,24124.19922,0,31.33027344,24226.66914,Bearish,24203.34961,24056.80078,FALSE,FALSE
24-04-2026,09:20:00,24121.15039,24121.75,24080.15039,24091.09961,0,32.125,24197.3252,Bearish,24203.34961,24056.80078,FALSE,FALSE
24-04-2026,09:25:00,24091.30078,24091.30078,24056.80078,24058.09961,0,33.85488281,24175.61543,Bearish,24203.34961,24056.80078,FALSE,FALSE
24-04-2026,09:30:00,24058.05078,24061.59961,24012.30078,24017.65039,0,37.68964844,24150.01914,Bearish,24203.34961,24056.80078,FALSE,TRUE
24-04-2026,09:35:00,24017.30078,24027.15039,24001.30078,24002.44922,0,36.68964844,24124.29453,Bearish,24203.34961,24056.80078,FALSE,TRUE
24-04-2026,09:40:00,24002,24006.40039,23984,23984.25,0,36.44472656,24104.53438,Bearish,24203.34961,24056.80078,FALSE,TRUE
24-04-2026,09:45:00,23985.40039,23985.40039,23957.15039,23984.09961,0,36.26464844,24080.06934,Bearish,24203.34961,24056.80078,FALSE,TRUE
